421.6	-1076.0	42	49	329	323	51
655.9	-950.5	36	15	366	322	51
629.8	-985.5	45	33	337	321	51
605.9	-1014.5	14	47	358	321	51
567.8	-1050.7	61	56	434	320	51
493.8	-1092.1	28	18	387	321	51
505.0	-1148.8	28	65	485	321	34
537.0	-1131.5	33	35	355	320	34
845.7	-562.5	43	122	340	320	0
856.7	-610.6	36	82	540	320	0
814.6	-653.3	23	52	404	326	0
877.5	-647.0	33	63	351	322	0
811.7	-782.2	40	45	529	328	27.4
890.4	-766.1	60	35	343	320	0
844.7	-753.7	22	50	343	320	0
742.3	-848.8	44	16	393	325	25.3
760.3	-849.2	49	18	393	325	0
813.2	-857.2	66	62	351	325	0
812.3	-947.4	53	56	401	318	0
760.3	-1028.2	56	25	433	320	0
747.4	-1084.7	25	52	338	317	0
795.3	-1025.8	60	29	337	319	0
856.2	-1040.2	103	73	340	319	0
796.7	-1079.9	41	34	330	314	0
998.9	-569.0	54	136	340	317	0
957.0	-644.7	37	16	343	321	0
978.1	-635.9	59	18	326	319	0
1061.3	-634.6	60	45	326	314	0
977.8	-710.4	62	92	345	320	0
958.2	-773.2	60	56	345	319	0
1006.2	-782.1	48	44	342	315	0
1063.2	-778.4	54	30	365	313	0
1005.3	-847.1	45	33	326	315	0
1042.1	-908.1	46	62	329	310	0
963.7	-952.7	42	63	390	314	0
975.8	-1022.3	54	98	327	313	0
1059.1	-1025.2	54	34	330	307	0
967.6	-1079.2	34	54	383	311	0
1210.5	-574.5	21	85	338	301	0
1202.4	-611.5	48	98	321	305	0
1128.8	-621.8	44	40	323	311	0
1161.9	-652.5	22	82	341	313	0
1124.7	-693.0	15	28	322	314	0
1159.3	-712.6	32	26	319	312	0
1216.1	-710.9	44	44	334	312	0
1245.6	-746.3	13	50	316	307	0
1124.0	-794.0	26	37	325	313	0
1193.7	-779.0	61	13	330	308	0
1206.6	-779.6	61	13	313	308	0
1249.3	-794.6	9	20	310	306	0
1127.6	-865.2	15	35	316	311	0
1151.0	-857.6	30	13	316	311	0
1251.0	-840.6	21	12	313	306	0
1261.3	-864.5	22	14	314	304	0
1157.2	-949.8	30	66	327	305	0
1168.3	-971.3	12	23	314	305	0
1218.2	-963.4	28	12	314	305	0
1232.4	-963.8	33	13	314	305	0
1253.5	-930.2	10	29	315	303	0
1124.3	-1023.4	47	38	326	307	0
1199.1	-1025.2	41	14	314	304	0
1220.1	-1009.0	22	22	311	304	0
1123.4	-1090.1	25	50	311	306	0
1179.5	-1090.7	26	15	321	305	0
1190.0	-1069.0	36	10	312	304	0
1212.6	-1064.2	15	8	308	302	0
1205.4	-1099.5	10	31	312	304	0
1223.6	-1089.0	31	10	312	302	0
1255.9	-1070.4	55	25	324	302	0
1294.3	-719.2	32	17	354	307	0
1324.1	-706.1	14	37	354	307	0
1351.8	-720.0	37	16	354	307	0
1403.2	-713.4	15	84	348	295	0
1439.7	-741.7	37	14	336	295	0
1398.5	-769.1	15	105	336	295	0
1320.8	-787.3	15	72	336	302	0
1294.6	-766.2	26	15	336	302	0
1299.0	-872.5	72	18	356	303	0
1406.8	-924.4	18	47	343	297	0
1329.7	-967.8	33	16	308	299	0
1376.5	-971.3	33	45	306	298	0
1434.1	-959.3	34	24	316	297	0
1313.9	-1038.8	59	62	323	301	0
1389.5	-1017.0	22	89	323	298	0
1425.1	-1052.2	20	34	319	298	0
1334.2	-1090.9	34	20	308	303	0
1430.4	-1093.2	27	37	311	301	0
1335.2	-601.1	41	25	310	303	0
1357.6	-597.6	46	17	319	303	0
1360.8	-629.0	14	60	316	303	0
1415.3	-597.5	57	24	326	303	0
1496.4	-743.1	51	19	327	295	-52.5
1487.4	-970.3	28	42	310	296	0
1518.7	-967.9	30	15	321	296	0
1554.1	-973.4	20	32	308	296	0
1481.9	-1069.6	34	24	308	301	0
1514.2	-1091.7	39	17	306	299	0
